Crop,Question,Answer
maize,how early is maize affected by diseases?,It depends on the disease but most diseases start the moment maize is planted in the soil
maize,what eats the comb when it's just growing?,Fall armyworm and stem borers
maize,how can I control weeds in the garden?,Timely weeding or spray with selective herbicides
maize,where can I get ready market?,Check on maize millers and animal feed processors
cassava,what makes the leaves to fold and bend when growing?,Cassava mosaic virus disease (CMV)
cassava,why is the cassava always looking segmented?,Effect of cassava brown streak virus
beans,what is making holes on the leaves?,"They are insect pests e.g, cut worms"
beans,what is making the leaves cover each other when it's about to mature?,"It's due to senescence, the leaf stalks keep weakening gradually"
beans,what are these white things that form on the stem?,It is Sclerotium disease (southern blight) caused by sclerotium rolfsii
beans,why are my beans not performing well in dry seasons?,There is little water in the soil and low nutrient uptake leading to low yields
beans,which pests and caterpillars are spoiling my beans?,"This can be bean leaf beetles, cut worms, bean flower beetles, flower thrips, etc"
beans,why does some seeds not germinate at sometimes?,They have been affected by weevil damage. It can also be due to seed dormancy.
beans,how can I improve fertility in the garden?,By applying organic manure and fertilizers
maize,why are some not germinating after planting and even raining?,"Seed dormancy, poor storage or weevil damage"
maize,can I use irrigation for maize?,"Yes, irrigation is ok in dry season"
maize,how can I prevent caterpillars and diseases from attacking maize?,"By spraying with pesticides, "
cassava,why is it that some cassava is rotten and others are not?,This happens when the root is damaged by rodents
cassava,why has my cassava not put after hell stones?,This is because the leaves that make the food for the plant were destroyed
cassava,when and how can I access stems early?,Make an order with certified seed companies or a near by farmer
cassava,why did my cassava just start changing color after germinating?,effect of the termites
cassava,why are the leaves looking so weird?,Could be effect of cassava mosaic virus (CMV)
cassava,why are there  no cassava on the roots?,Effect of cassava brown streak virus
cassava,why is the top part of the cassava drying up yet it's raining? ,Effect of cassava bacterial blight (CBB)
cassava,what is causing stone like things to the cassava?,Effect of cassava brown streak virus (CBSV)
beans,what is making the beans dry starting from top  part to the bottom part?,This could be an effect of root rots
beans,why are there some caterpillars under the roots?,"Some insects lay eggs in the soil and when they hatch into larvae, the larvae keep in the ground while feeding on roots before becoming adults to complete the life cycle."
beans,why are the leaves folding when it's flowering?,Effect of sucking insects
maize,why do some maize grow so tall but don't put any comb?,Effect of too much of the nutrients
maize,why do some combs have no seeds?,Pollination did not take place
maize,how can I keep the maize garden clean in rainy season?,By timely weeding
beans,how can I avoid selling at a loss?,Avoid selling immediately after a bumper harvest
beans,how can I get good yields when it stops raining?,"Use mulching, irrigation, apply fertilizers"
beans,how best can I remove bean seeds from the pod?,Dry the pods and thresh them
beans,how can I prevent the bean seeds from getting holes?,"Apply seed dressing, keep dried seeds in silos"
maize,how can I control this green like caterpillar from the garden?,Spray with chemicals
maize,how can I target the best time to harvest and sell maize?,Harvest maize then store it until the prices rise and sell
maize,what can I use to dry my maize?,Use a solar drier
cassava,why does cassava rot easily?,Cassava roots have a lot of moisture
cassava,can I water my cassava garden in dry seasons?,"Yes, watering is good in dry weather"
cassava,where can I access ready market for cassava?,"Cassava processing factories, brewing companies"
beans,how can I best plant beans in dry weather?,By application of mulching and irrigation
beans,what diseases attack beans?,"Bean anthrocnose, root rots, pythium, leaf rust, etc"
beans,how can I stop weevils from getting into the seeds?,"By application of seed dressing, by keeping seeds in silos, by application of storage pesticides"
beans,why do beans sometimes take long to get ready?,It may depend on the variety of beans and the age of the seed
maize,which insects and caterpillars like eating the maize plant?,Fall armyworm and stem borers
maize,which chemical is effective for spraying?,Amdocs 3 EC is better
maize,what makes maize in suckest yield better?,They are F1 maize and are well sorted and tested for high yielding
cassava,what is making the local breed get infected?,It is not resistant to diseases
cassava,why are stems provided by government rotting easily?,"Sometimes, they are cut when they are still young"
